species_id,sci_name,main_common_name,order,family,genus,specific_epithet,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
1006240,Oryx_leucoryx,Arabian Oryx,Artiodactyla,Bovidae,Oryx,leucoryx,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Arabia.,,False,False
1006244,Oreotragus_oreotragus,Klipspringer,Artiodactyla,Bovidae,Oreotragus,oreotragus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape of Good Hope.,,False,False
1006246,Kobus_kob,Kob,Artiodactyla,Bovidae,Kobus,kob,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Upper Guinea.,,False,False
1006250,Pelea_capreolus,Rhebok,Artiodactyla,Bovidae,Pelea,capreolus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
1006251,Redunca_arundinum,Southern Reedbuck,Artiodactyla,Bovidae,Redunca,arundinum,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
1006253,Redunca_redunca,Bohor Reedbuck,Artiodactyla,Bovidae,Redunca,redunca,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Senegal, Goree Island.",,False,False
1006254,Boselaphus_tragocamelus,Nilgai,Artiodactyla,Bovidae,Boselaphus,tragocamelus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bengal, India.",,False,False
1006261,Bos_grunniens,Domestic Yak,Artiodactyla,Bovidae,Bos,grunniens,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Tibetan Plateau, China.",,False,True
1006268,Bubalus_arnee,Asian Wild Buffalo,Artiodactyla,Bovidae,Bubalus,arnee,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"India, north from Bengal. Restricted by Harper in 1940 to Koch Behar, India.",,False,False
1006269,Bubalus_bubalis,Water Buffalo,Artiodactyla,Bovidae,Bubalus,bubalis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,India.,,False,True
1006275,Tragelaphus_angasii,Nyala,Artiodactyla,Bovidae,Tragelaphus,angasii,syntypes,lost (number not known),LOST,LOST,"KwaZulu-Natal, S Africa.",,False,False
1006280,Tragelaphus_oryx,Common Eland,Artiodactyla,Bovidae,Tragelaphus,oryx,nonexistent,untraced (number not known),UNTRACED,UNTRACED,S Africa.,,False,False
1006281,Tragelaphus_scriptus,Northern Bushbuck,Artiodactyla,Bovidae,Tragelaphus,scriptus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
1006283,Tragelaphus_strepsiceros,Greater Kudu,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Prom. B. Spei"" (Cape of Good Hope). Restricted by Grubb in 1999 to South Africa, southeastern Cape Province (eastern part of Western Cape Province).",,False,False
1006284,Tragelaphus_sylvaticus,Southern Bushbuck,Artiodactyla,Bovidae,Tragelaphus,sylvaticus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Groot Vatersbosch District, southern Cape, Africa.",,False,False
1006287,Capreolus_pygargus,Eastern Roe Deer,Artiodactyla,Cervidae,Capreolus,pygargus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"river Sok, Trans-Volga region (Russia).",,False,False
1006291,Hippocamelus_bisulcus,Southern Huemul,Artiodactyla,Cervidae,Hippocamelus,bisulcus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Colchagua Province, Chile.",,False,False
1006300,Odocoileus_hemionus,Mule Deer,Artiodactyla,Cervidae,Odocoileus,hemionus,nonexistent,lost (number not known),LOST,LOST,"Big Sioux River, South Dakota (USA).",,False,False
1006302,Odocoileus_virginianus,White-tailed Deer,Artiodactyla,Cervidae,Odocoileus,virginianus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Virginia (USA).,,False,False
1006297,Passalites_nemorivagus,Northern Brown Brocket,Artiodactyla,Cervidae,Passalites,nemorivagus,syntypes,untraced (number not known),UNTRACED,UNTRACED,Cayenne (French Guiana).,,False,False
1006305,Pudu_puda,Southern Pudu,Artiodactyla,Cervidae,Pudu,puda,nonexistent,lost (number not known),LOST,LOST,Chiloé Province (Chile).,,False,False
1006306,Rangifer_tarandus,Caribou,Artiodactyla,Cervidae,Rangifer,tarandus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Lapland, Sweden.",,False,False
1006307,Axis_axis,Chital,Artiodactyla,Cervidae,Axis,axis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Banks of Ganges, Bihar (India).",,False,False
1006310,Axis_porcinus,Hog Deer,Artiodactyla,Cervidae,Axis,porcinus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,West Bengal (India).,,False,False
1006312,Cervus_canadensis,Wapiti,Artiodactyla,Cervidae,Cervus,canadensis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,E Canada.,,False,False
1006325,Rusa_unicolor,Sambar,Artiodactyla,Cervidae,Rusa,unicolor,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sri Lanka.,,False,False
1006332,Muntiacus_muntjak,Southern Red Muntjac,Artiodactyla,Cervidae,Muntiacus,muntjak,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Java.,,False,False
1006338,Muntiacus_vaginalis,Northern Red Muntjac,Artiodactyla,Cervidae,Muntiacus,vaginalis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Bangladesh.,,False,False
1006341,Giraffa_giraffa,Southern Giraffe,Artiodactyla,Giraffidae,Giraffa,giraffa,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"S of Warmbad, Orange River, South Africa.",,False,False
1006354,Moschiola_meminna,White-spotted Chevrotain,Artiodactyla,Tragulidae,Moschiola,meminna,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Type locality selected by Groves & Meijaard in 2005 as Wariyapola, 7° 37' N, 80° 13' E, North Central Province, Sri Lanka.",,False,False
1006355,Tragulus_javanicus,Javan Chevrotain,Artiodactyla,Tragulidae,Tragulus,javanicus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Udjung Kulon Peninsula, Java, Indonesia.",,False,False
1006365,Phacochoerus_aethiopicus,Desert Warthog,Artiodactyla,Suidae,Phacochoerus,aethiopicus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Promontoria Bona Spei advectus,"" between Kaffraria and Great Namaqualand (South Africa, Eastern Cape Province), two hundred leagues from the Cape of Good Hope.",,False,False
1006366,Phacochoerus_africanus,Common Warthog,Artiodactyla,Suidae,Phacochoerus,africanus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Africa a capite viridi as caput bonae spei""; restricted to Senegal, ""Cape Verd [Verde].""",,False,False
1006374,Sus_domesticus,Domestic Pig,Artiodactyla,Suidae,Sus,domesticus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality not given.,,False,True
1006381,Tayassu_pecari,White-lipped Peccary,Artiodactyla,Tayassuidae,Tayassu,pecari,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
1006382,Camelus_bactrianus,Domestic Bactrian Camel,Artiodactyla,Camelidae,Camelus,bactrianus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"habitat in Africa. Restricted to ""Bactria"" (Uzbekistan, Bokhara) by Thomas in 1911 based on domestic stock.",,False,True
1006386,Lama_guanicoe,Guanaco,Artiodactyla,Camelidae,Lama,guanicoe,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Patagonia, Argentina.",,False,False
1006388,Lama_vicugna,Vicuña,Artiodactyla,Camelidae,Lama,vicugna,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Chile, ""abondano nella parte della Cordigliera spettante alle Provincie de Coquimbo, e di Copiapó"" (Cordilleras of Coquimbo and Copiapó in northern Chile).",,False,False
