sci_name,type_voucher,voucher_prefix,matched_abbreviation,issue
Pronolagus_crassicaudatus,"MNHN-ZM-MO-1992-2005 (= MNHN:type:422) (= MNHN ""2034"")",MNHN-ZM-MO-1992-2005,MNHN,prefix_missing_from_metadata
Pronolagus_randensis,BMNH:Mamm:1909.3.2.20,BMNH:MAMM:1909.3.2.20,BMNH,prefix_missing_from_metadata
Pronolagus_rupestris,BMNH:Mamm:1845.7.3.8,BMNH:MAMM:1845.7.3.8,BMNH,prefix_missing_from_metadata
Pronolagus_saundersiae,AMG (number not known),AMG,AM,prefix_missing_from_metadata
Sylvilagus_andinus,BMNH:Mamm:1897.11.7.54,BMNH:MAMM:1897.11.7.54,BMNH,prefix_missing_from_metadata
Sylvilagus_apollinaris,BMNH:Mamm:1919.10.15.2,BMNH:MAMM:1919.10.15.2,BMNH,prefix_missing_from_metadata
Sylvilagus_aquaticus,"BMNH:Mamm:1855.12.26.129, ANSP 373","BMNH:MAMM:1855.12.26.129,",BMNH,prefix_missing_from_metadata
Sylvilagus_audubonii,USNM:MAMM:1163 (= MCZ:Mamm:5460) (= USNM:MAMM:A2045),USNM:MAMM:1163,USNM,prefix_missing_from_metadata
Sylvilagus_bachmani,BMNH:Mamm:1853.8.29.36,BMNH:MAMM:1853.8.29.36,BMNH,prefix_missing_from_metadata
Sylvilagus_brasiliensis,UFPE 1740,UFPE,UF,prefix_missing_from_metadata
Sylvilagus_gabbi,USNM:MAMM:11371 (= USNM:MAMM:A37794),USNM:MAMM:11371,USNM,prefix_missing_from_metadata
Sylvilagus_graysoni,USNM:MAMM:8318,USNM:MAMM:8318,USNM,prefix_missing_from_metadata
Sylvilagus_holzneri,USNM:MAMM:58937,USNM:MAMM:58937,USNM,prefix_missing_from_metadata
Sylvilagus_hondurensis,USNM:MAMM:257062,USNM:MAMM:257062,USNM,prefix_missing_from_metadata
Sylvilagus_idahoensis,USNM:MAMM:24045 (= USNM:MAMM:A31461),USNM:MAMM:24045,USNM,prefix_missing_from_metadata
Sylvilagus_incitatus,MCZ:Mamm:BANGS-8441,MCZ:MAMM:BANGS-8441,MCZ,prefix_missing_from_metadata
Sylvilagus_insonus,USNM:MAMM:126878,USNM:MAMM:126878,USNM,prefix_missing_from_metadata
Sylvilagus_nicefori,BMNH:Mamm:1921.7.1.26,BMNH:MAMM:1921.7.1.26,BMNH,prefix_missing_from_metadata
Sylvilagus_obscurus,USNM:MAMM:567187,USNM:MAMM:567187,USNM,prefix_missing_from_metadata
Sylvilagus_palustris,BMNH:Mamm:1852.9.18.3,BMNH:MAMM:1852.9.18.3,BMNH,prefix_missing_from_metadata
Sylvilagus_parentum,RMNH.MAM.31149,RMNH.MAM.31149,RMNH,prefix_missing_from_metadata
Sylvilagus_sanctaemartae,USNM:MAMM:279993,USNM:MAMM:279993,USNM,prefix_missing_from_metadata
Sylvilagus_surdaster,BMNH:Mamm:1901.6.5.16,BMNH:MAMM:1901.6.5.16,BMNH,prefix_missing_from_metadata
Sylvilagus_tapetillus,BMNH:Mamm:1892.11.24.3,BMNH:MAMM:1892.11.24.3,BMNH,prefix_missing_from_metadata
Sylvilagus_transitionalis,MCZ:Mamm:BANGS-2407,MCZ:MAMM:BANGS-2407,MCZ,prefix_missing_from_metadata
Sylvilagus_yucatanicus,USNM:MAMM:11441 (= USNM:MAMM:A37772),USNM:MAMM:11441,USNM,prefix_missing_from_metadata
Ochotona_argentata,USNM:MAMM:240726,USNM:MAMM:240726,USNM,prefix_missing_from_metadata
Ochotona_cansus,USNM:MAMM:144030,USNM:MAMM:144030,USNM,prefix_missing_from_metadata
Ochotona_collaris,USNM:MAMM:14384 (= USNM:MAMM:A36297),USNM:MAMM:14384,USNM,prefix_missing_from_metadata
Ochotona_curzoniae,BMNH:Mamm:1858.6.24.99,BMNH:MAMM:1858.6.24.99,BMNH,prefix_missing_from_metadata
Ochotona_forresti,BMNH:Mamm:1923.4.1.91,BMNH:MAMM:1923.4.1.91,BMNH,prefix_missing_from_metadata
Ochotona_ladacensis,BMNH:Mamm:1875.3.30.2,BMNH:MAMM:1875.3.30.2,BMNH,prefix_missing_from_metadata
Ochotona_macrotis,BMNH:Mamm:1875.3.30.3,BMNH:MAMM:1875.3.30.3,BMNH,prefix_missing_from_metadata
Ochotona_mantchurica,BMNH:Mamm:1910.5.1.82,BMNH:MAMM:1910.5.1.82,BMNH,prefix_missing_from_metadata
Ochotona_nubrica,BMNH:Mamm:1907.9.6.17,BMNH:MAMM:1907.9.6.17,BMNH,prefix_missing_from_metadata
Ochotona_pallasii,BMNH:Mamm:1845.4.21.5,BMNH:MAMM:1845.4.21.5,BMNH,prefix_missing_from_metadata
Ochotona_princeps,BMNH:Mamm:1842.10.7.12,BMNH:MAMM:1842.10.7.12,BMNH,prefix_missing_from_metadata
Ochotona_roylii,BMNH:Mamm:1855.12.24.326,BMNH:MAMM:1855.12.24.326,BMNH,prefix_missing_from_metadata
Ochotona_rufescens,"BMNH:Mamm:1844.10.30.3, BMNH:Mamm:1844.9.15.9","BMNH:MAMM:1844.10.30.3,",BMNH,prefix_missing_from_metadata
Ochotona_sacraria,BMNH:Mamm:1911.2.1.258,BMNH:MAMM:1911.2.1.258,BMNH,prefix_missing_from_metadata
Ochotona_sikimaria,BMNH:Mamm:1915.9.1.231,BMNH:MAMM:1915.9.1.231,BMNH,prefix_missing_from_metadata
Ochotona_syrinx,BMNH:Mamm:1911.6.1.59,BMNH:MAMM:1911.6.1.59,BMNH,prefix_missing_from_metadata
Ochotona_thibetana,"MNHN-ZM-MO-1870-33 (= MNHN:type:415) (= MNHN ""1986""), MNHN-ZM-MO-1870-33bis (= MNHN:type:415a) (= MNHN ""1985"")",MNHN-ZM-MO-1870-33,MNHN,prefix_missing_from_metadata
Ochotona_vizier,BMNH:Mamm:1874.11.21.5,BMNH:MAMM:1874.11.21.5,BMNH,prefix_missing_from_metadata
Felovia_vae,"BMNH:Mamm:1919.7.7.3232, BMNH:Mamm:1919.7.7.3233","BMNH:MAMM:1919.7.7.3232,",BMNH,prefix_missing_from_metadata
Massoutiera_mzabi,BMNH:Mamm:1919.7.7.1311,BMNH:MAMM:1919.7.7.1311,BMNH,prefix_missing_from_metadata
Laonastes_aenigmamus,BMNH:Mamm:1999.72,BMNH:MAMM:1999.72,BMNH,prefix_missing_from_metadata
Cavia_intermedia,UFSC 585,UFSC,UF,prefix_missing_from_metadata
Galea_comes,BMNH:Mamm:1912.12.12.53,BMNH:MAMM:1912.12.12.53,BMNH,prefix_missing_from_metadata
Microcavia_australis,"MNHN:type:410a (= MNHN ""1953""), MNHN:type:410b (= MNHN ""1954""), MNHN:type:410c (= MNHN ""1955""), MNHN-ZM-MO-1998-2072 (= MNHN:type:410) (= MNHN-ZM-MO-1831-21) (= MNHN ""1952"")",MNHN:TYPE:410A,MNHN,prefix_missing_from_metadata
Microcavia_maenas,BMNH:Mamm:1896.10.7.12,BMNH:MAMM:1896.10.7.12,BMNH,prefix_missing_from_metadata
Microcavia_niata,BMNH:Mamm:1898.3.16.20,BMNH:MAMM:1898.3.16.20,BMNH,prefix_missing_from_metadata
Microcavia_shiptoni,BMNH:Mamm:1925.3.1.64,BMNH:MAMM:1925.3.1.64,BMNH,prefix_missing_from_metadata
Hydrochoerus_isthmius,USNM:MAMM:179703,USNM:MAMM:179703,USNM,prefix_missing_from_metadata
Kerodon_rupestris,"RMNH.MAM.17928, SMF 11238","RMNH.MAM.17928,",RMNH,prefix_missing_from_metadata
Dasyprocta_leporina,RMNH.MAM.20752,RMNH.MAM.20752,RMNH,prefix_missing_from_metadata
Dasyprocta_ruatanica,BMNH:Mamm:1886.10.8.7,BMNH:MAMM:1886.10.8.7,BMNH,prefix_missing_from_metadata
Myoprocta_pratti,BMNH:Mamm:1913.7.17.1,BMNH:MAMM:1913.7.17.1,BMNH,prefix_missing_from_metadata
Lagidium_moreni,BMNH:Mamm:1896.10.7.7,BMNH:MAMM:1896.10.7.7,BMNH,prefix_missing_from_metadata
Lagidium_wolffsohni,BMNH:Mamm:1907.4.5.6,BMNH:MAMM:1907.4.5.6,BMNH,prefix_missing_from_metadata
Lagostomus_maximus,RMNH.MAM.63731,RMNH.MAM.63731,RMNH,prefix_missing_from_metadata
Coendou_pruinosus,BMNH:Mamm:1905.7.5.9,BMNH:MAMM:1905.7.5.9,BMNH,prefix_missing_from_metadata
Coendou_quichua,BMNH:Mamm:1899.2.18.17,BMNH:MAMM:1899.2.18.17,BMNH,prefix_missing_from_metadata
Coendou_rothschildi,BMNH:Mamm:1903.3.1.93,BMNH:MAMM:1903.3.1.93,BMNH,prefix_missing_from_metadata
Coendou_rufescens,BMNH:Mamm:1853.9.28.30,BMNH:MAMM:1853.9.28.30,BMNH,prefix_missing_from_metadata
Coendou_spinosus,USNM:MAMM:115122,USNM:MAMM:115122,USNM,prefix_missing_from_metadata
Coendou_vestitus,BMNH:Mamm:1854.6.26.1,BMNH:MAMM:1854.6.26.1,BMNH,prefix_missing_from_metadata
Abrocoma_boliviensis,BMNH:Mamm:1934.9.2.171,BMNH:MAMM:1934.9.2.171,BMNH,prefix_missing_from_metadata
Abrocoma_budini,BMNH:Mamm:1920.3.17.62,BMNH:MAMM:1920.3.17.62,BMNH,prefix_missing_from_metadata
Abrocoma_cinerea,BMNH:Mamm:1919.8.2.29,BMNH:MAMM:1919.8.2.29,BMNH,prefix_missing_from_metadata
Abrocoma_schistacea,BMNH:Mamm:1921.6.21.11,BMNH:MAMM:1921.6.21.11,BMNH,prefix_missing_from_metadata
Abrocoma_vaccarum,BMNH:Mamm:1921.6.24.20,BMNH:MAMM:1921.6.24.20,BMNH,prefix_missing_from_metadata
Ctenomys_andersoni,MSB:Mamm:63387,MSB:MAMM:63387,MSB,prefix_missing_from_metadata
Ctenomys_bergi,BMNH:Mamm:1902.2.5.21,BMNH:MAMM:1902.2.5.21,BMNH,prefix_missing_from_metadata
Ctenomys_boliviensis,BMNH:Mamm:1846.7.28.57,BMNH:MAMM:1846.7.28.57,BMNH,prefix_missing_from_metadata
Ctenomys_brasiliensis,"MNHN-ZM-MO-1988-271 (= MNHN:type:397) (= MNHN ""1770"")",MNHN-ZM-MO-1988-271,MNHN,prefix_missing_from_metadata
Ctenomys_coludo,BMNH:Mamm:1920.5.11.39,BMNH:MAMM:1920.5.11.39,BMNH,prefix_missing_from_metadata
Ctenomys_conoveri,FMNH:Mamm:54356,FMNH:MAMM:54356,FMNH,prefix_missing_from_metadata
Ctenomys_emilianus,BMNH:Mamm:1926.10.11.54,BMNH:MAMM:1926.10.11.54,BMNH,prefix_missing_from_metadata
Ctenomys_erikacuellarae,MSB:Mamm:63391,MSB:MAMM:63391,MSB,prefix_missing_from_metadata
Ctenomys_fochi,BMNH:Mamm:1918.11.11.68,BMNH:MAMM:1918.11.11.68,BMNH,prefix_missing_from_metadata
Ctenomys_fodax,BMNH:Mamm:1903.7.9.66,BMNH:MAMM:1903.7.9.66,BMNH,prefix_missing_from_metadata
Ctenomys_frater,BMNH:Mamm:1902.2.2.113,BMNH:MAMM:1902.2.2.113,BMNH,prefix_missing_from_metadata
Ctenomys_haigi,BMNH:Mamm:1918.12.2.39,BMNH:MAMM:1918.12.2.39,BMNH,prefix_missing_from_metadata
Ctenomys_johannis,BMNH:Mamm:1921.4.8.5,BMNH:MAMM:1921.4.8.5,BMNH,prefix_missing_from_metadata
Ctenomys_juris,BMNH:Mamm:1920.1.7.116,BMNH:MAMM:1920.1.7.116,BMNH,prefix_missing_from_metadata
Ctenomys_knighti,BMNH:Mamm:1919.2.7.47,BMNH:MAMM:1919.2.7.47,BMNH,prefix_missing_from_metadata
Ctenomys_latro,BMNH:Mamm:1902.1.5.13,BMNH:MAMM:1902.1.5.13,BMNH,prefix_missing_from_metadata
Ctenomys_lentulus,BMNH:Mamm:1918.12.1.23,BMNH:MAMM:1918.12.1.23,BMNH,prefix_missing_from_metadata
Ctenomys_lessai,MSB:Mamm:67111,MSB:MAMM:67111,MSB,prefix_missing_from_metadata
Ctenomys_leucodon,BMNH:Mamm:1846.7.28.60,BMNH:MAMM:1846.7.28.60,BMNH,prefix_missing_from_metadata
Ctenomys_lewisi,BMNH:Mamm:1926.1.1.116,BMNH:MAMM:1926.1.1.116,BMNH,prefix_missing_from_metadata
Ctenomys_miguelchristie,CMIN 46,CMIN,CMI,prefix_missing_from_metadata
Ctenomys_occultus,BMNH:Mamm:1920.7.6.8,BMNH:MAMM:1920.7.6.8,BMNH,prefix_missing_from_metadata
Ctenomys_peruanus,FMNH:Mamm:52467,FMNH:MAMM:52467,FMNH,prefix_missing_from_metadata
Ctenomys_pontifex,BMNH:Mamm:1860.1.5.2,BMNH:MAMM:1860.1.5.2,BMNH,prefix_missing_from_metadata
Ctenomys_pulcer,MLP-Mz 8.X.02.17,MLP-MZ,MLP,prefix_missing_from_metadata
Ctenomys_roigi,CMFA C-001864,CMFA,CM,prefix_missing_from_metadata
Ctenomys_saltarius,BMNH:Mamm:1899.2.22.26,BMNH:MAMM:1899.2.22.26,BMNH,prefix_missing_from_metadata
Ctenomys_sericeus,USNM:MAMM:84189,USNM:MAMM:84189,USNM,prefix_missing_from_metadata
Ctenomys_sociabilis,MVZ:Mamm:165861,MVZ:MAMM:165861,MVZ,prefix_missing_from_metadata
Ctenomys_tuconax,BMNH:Mamm:1925.3.1.17,BMNH:MAMM:1925.3.1.17,BMNH,prefix_missing_from_metadata
Ctenomys_tucumanus,BMNH:Mamm:1900.7.9.14,BMNH:MAMM:1900.7.9.14,BMNH,prefix_missing_from_metadata
Ctenomys_tulduco,BMNH:Mamm:1921.6.21.18,BMNH:MAMM:1921.6.21.18,BMNH,prefix_missing_from_metadata
Ctenomys_viperinus,BMNH:Mamm:1926.2.13.127,BMNH:MAMM:1926.2.13.127,BMNH,prefix_missing_from_metadata
Capromys_geayi,"MNHN-ZM-MO-1898-1785 (= MNHN:type:395) (= MNHN ""1834a"")",MNHN-ZM-MO-1898-1785,MNHN,prefix_missing_from_metadata
Geocapromys_caymanensis,UF:VP:21388,UF:VP:21388,UF,prefix_missing_from_metadata
Geocapromys_thoracatus,USNM:MAMM:15897 (= USNM:MAMM:A22691),USNM:MAMM:15897,USNM,prefix_missing_from_metadata
Mesocapromys_nana,MCZ:Mamm:BOM-9864,MCZ:MAMM:BOM-9864,MCZ,prefix_missing_from_metadata
Hexolobodon_phenax,USNM:PAL:367230 (= USNM:MAMM:253118),USNM:PAL:367230,USNM,prefix_missing_from_metadata
Isolobodon_montanus,USNM:V:10733,USNM:V:10733,USNM,prefix_missing_from_metadata
Hyperplagiodontia_araeum,MCZ:VP:VPM-7675,MCZ:VP:VPM-7675,MCZ,prefix_missing_from_metadata
Plagiodontia_aedium,"MNHN-ZM-MO-1982-894 (= MNHN:type:396) (= MNHN ""1829"")",MNHN-ZM-MO-1982-894,MNHN,prefix_missing_from_metadata
Plagiodontia_ipnaeum,USNM:PAL:303803 (= USNM:MAMM:254375),USNM:PAL:303803,USNM,prefix_missing_from_metadata
Plagiodontia_spelaeum,USNM:PAL:303802 (= USNM:MAMM:253160),USNM:PAL:303802,USNM,prefix_missing_from_metadata
Rhizoplagiodontia_lemkei,UF:VP:73946,UF:VP:73946,UF,prefix_missing_from_metadata
Dactylomys_dactylinus,"MNHN-ZM-MO-1998-2067 (= MNHN:type:400) (= MNHN ""1825"")",MNHN-ZM-MO-1998-2067,MNHN,prefix_missing_from_metadata
Diplomys_caniceps,BMNH:Mamm:1876.8.8.9,BMNH:MAMM:1876.8.8.9,BMNH,prefix_missing_from_metadata
Diplomys_labilis,MCZ:Mamm:BANGS-8480,MCZ:MAMM:BANGS-8480,MCZ,prefix_missing_from_metadata
Echimys_saturnus,BMNH:Mamm:1934.9.10.182,BMNH:MAMM:1934.9.10.182,BMNH,prefix_missing_from_metadata
Isothrix_negrensis,BMNH:Mamm:1920.7.1.20,BMNH:MAMM:1920.7.1.20,BMNH,prefix_missing_from_metadata
Isothrix_orinoci,BMNH:Mamm:1899.9.11.45,BMNH:MAMM:1899.9.11.45,BMNH,prefix_missing_from_metadata
Isothrix_sinnamariensis,MNHN-ZM-MO-1995-1321,MNHN-ZM-MO-1995-1321,MNHN,prefix_missing_from_metadata
Leiuromys_occasius,BMNH:Mamm:1921.2.15.6,BMNH:MAMM:1921.2.15.6,BMNH,prefix_missing_from_metadata
Lonchothrix_emiliae,BMNH:Mamm:1920.6.4.1,BMNH:MAMM:1920.6.4.1,BMNH,prefix_missing_from_metadata
Makalata_didelphoides,"MNHN-ZM-MO-1998-2073 (= MNHN:type:404) (= MNHN ""1805"")",MNHN-ZM-MO-1998-2073,MNHN,prefix_missing_from_metadata
Mesomys_hispidus,"MNHN-ZM-MO-1998-2075 (= MNHN:type:407) (= MNHN-ZM-AC-A7668) (= MNHN ""1806"")",MNHN-ZM-MO-1998-2075,MNHN,prefix_missing_from_metadata
Mesomys_leniceps,BMNH:Mamm:1926.8.6.61,BMNH:MAMM:1926.8.6.61,BMNH,prefix_missing_from_metadata
Mesomys_stimulax,BMNH:Mamm:1911.4.28.29,BMNH:MAMM:1911.4.28.29,BMNH,prefix_missing_from_metadata
Olallamys_edax,BMNH:Mamm:1905.7.5.7,BMNH:MAMM:1905.7.5.7,BMNH,prefix_missing_from_metadata
Pattonomys_flavidus,USNM:MAMM:63218,USNM:MAMM:63218,USNM,prefix_missing_from_metadata
Pattonomys_punctatus,BMNH:Mamm:1898.12.1.18,BMNH:MAMM:1898.12.1.18,BMNH,prefix_missing_from_metadata
Pattonomys_semivillosus,MNHN-ZM-MO-1995-1397 (= MNHN:type:408bis) (= MNHN-ZM-AC-A7672),MNHN-ZM-MO-1995-1397,MNHN,prefix_missing_from_metadata
Phyllomys_lamarum,BMNH:Mamm:1903.9.5.96,BMNH:MAMM:1903.9.5.96,BMNH,prefix_missing_from_metadata
Phyllomys_medius,BMNH:Mamm:1903.7.1.84,BMNH:MAMM:1903.7.1.84,BMNH,prefix_missing_from_metadata
Phyllomys_unicolor,SMF:MAMM:4319,SMF:MAMM:4319,SMF,prefix_missing_from_metadata
Toromys_albiventris,FMNH:Mamm:55483,FMNH:MAMM:55483,FMNH,prefix_missing_from_metadata
Toromys_rhipidurus,BMNH:Mamm:1928.7.21.89,BMNH:MAMM:1928.7.21.89,BMNH,prefix_missing_from_metadata
Hoplomys_gymnurus,BMNH:Mamm:1897.11.7.51,BMNH:MAMM:1897.11.7.51,BMNH,prefix_missing_from_metadata
Proechimys_brevicauda,BMNH:Mamm:1869.3.31.7,BMNH:MAMM:1869.3.31.7,BMNH,prefix_missing_from_metadata
Proechimys_chrysaeolus,BMNH:Mamm:1898.2.7.2,BMNH:MAMM:1898.2.7.2,BMNH,prefix_missing_from_metadata
Proechimys_cuvieri,MNHN-ZM-MO-1977-774,MNHN-ZM-MO-1977-774,MNHN,prefix_missing_from_metadata
Proechimys_decumanus,BMNH:Mamm:1899.8.1.48,BMNH:MAMM:1899.8.1.48,BMNH,prefix_missing_from_metadata
Proechimys_goeldii,BMNH:Mamm:1905.1.25.6,BMNH:MAMM:1905.1.25.6,BMNH,prefix_missing_from_metadata
Proechimys_guairae,USNM:MAMM:102731,USNM:MAMM:102731,USNM,prefix_missing_from_metadata
Proechimys_guyannensis,"MNHN-ZM-MO-1995-1395 (= MNHN:type:405) (= MNHN ""1819"")",MNHN-ZM-MO-1995-1395,MNHN,prefix_missing_from_metadata
Proechimys_roberti,BMNH:Mamm:1901.11.3.62,BMNH:MAMM:1901.11.3.62,BMNH,prefix_missing_from_metadata
Proechimys_semispinosus,BMNH:Mamm:1907.1.1.173,BMNH:MAMM:1907.1.1.173,BMNH,prefix_missing_from_metadata
Proechimys_simonsi,BMNH:Mamm:1900.7.7.50,BMNH:MAMM:1900.7.7.50,BMNH,prefix_missing_from_metadata
Proechimys_steerei,USNM:MAMM:105535,USNM:MAMM:105535,USNM,prefix_missing_from_metadata
Thrichomys_fosteri,BMNH:Mamm:1903.2.3.28,BMNH:MAMM:1903.2.3.28,BMNH,prefix_missing_from_metadata
Thrichomys_laurentius,BMNH:Mamm:1903.10.1.68,BMNH:MAMM:1903.10.1.68,BMNH,prefix_missing_from_metadata
Clyomys_laticeps,BMNH:Mamm:1888.1.9.11,BMNH:MAMM:1888.1.9.11,BMNH,prefix_missing_from_metadata
Trinomys_albispinus,"MNHN-ZM-MO-1981-548 (= MNHN:type:408) (= MNHN-ZM-AC-A7669) (= MNHN ""1808"")",MNHN-ZM-MO-1981-548,MNHN,prefix_missing_from_metadata
Trinomys_dimidiatus,BMNH:Mamm:1851.7.21.24,BMNH:MAMM:1851.7.21.24,BMNH,prefix_missing_from_metadata
Trinomys_iheringi,BMNH:Mamm:1902.8.25.5,BMNH:MAMM:1902.8.25.5,BMNH,prefix_missing_from_metadata
Trinomys_setosus,"MNHN-ZM-MO-1981-547 (= MNHN:type:406) (= MNHN-ZM-AC-A7787) (= MNHN ""1809"")",MNHN-ZM-MO-1981-547,MNHN,prefix_missing_from_metadata
Boromys_offella,USNM:PAL:367233 (= USNM:MAMM:217138),USNM:PAL:367233,USNM,prefix_missing_from_metadata
Boromys_torrei,MCZ:VP:VPM-9601,MCZ:VP:VPM-9601,MCZ,prefix_missing_from_metadata
Brotomys_contractus,USNM:PAL:367228 (= USNM:MAMM:253100),USNM:PAL:367228,USNM,prefix_missing_from_metadata
Brotomys_voratus,USNM:PAL:367232 (= USNM:MAMM:217117),USNM:PAL:367232,USNM,prefix_missing_from_metadata
Aconaemys_fuscus,BMNH:Mamm:1855.12.24.195,BMNH:MAMM:1855.12.24.195,BMNH,prefix_missing_from_metadata
Aconaemys_porteri,BMNH:Mamm:1916.11.14.4,BMNH:MAMM:1916.11.14.4,BMNH,prefix_missing_from_metadata
Aconaemys_sagei,MVZ:Mamm:163419,MVZ:MAMM:163419,MVZ,prefix_missing_from_metadata
Octodon_bridgesii,BMNH:Mamm:1855.12.24.196,BMNH:MAMM:1855.12.24.196,BMNH,prefix_missing_from_metadata
Octodon_lunatus,FMNH:Mamm:23204,FMNH:MAMM:23204,FMNH,prefix_missing_from_metadata
Octodon_pacificus,ZFMK:Mamm:1992.384,ZFMK:MAMM:1992.384,ZFMK,prefix_missing_from_metadata
Octodontomys_gliroides,"MNHN-ZM-MO-1834-38 (= MNHN:type:399) (= MNHN ""1785"") (= MNHN ""D. 26"")",MNHN-ZM-MO-1834-38,MNHN,prefix_missing_from_metadata
Octomys_mimax,BMNH:Mamm:1920.5.11.33,BMNH:MAMM:1920.5.11.33,BMNH,prefix_missing_from_metadata
Tympanoctomys_barrerae,MCZ:Mamm:39716,MCZ:MAMM:39716,MCZ,prefix_missing_from_metadata
Atherurus_africanus,BMNH:Mamm:1895.3.21.8,BMNH:MAMM:1895.3.21.8,BMNH,prefix_missing_from_metadata
Hystrix_crassispinis,BMNH:Mamm:1876.9.20.15,BMNH:MAMM:1876.9.20.15,BMNH,prefix_missing_from_metadata
Hystrix_pumila,BMNH:Mamm:1879.5.3.9,BMNH:MAMM:1879.5.3.9,BMNH,prefix_missing_from_metadata
Hystrix_sumatrae,USNM:MAMM:143432,USNM:MAMM:143432,USNM,prefix_missing_from_metadata
Trichys_fasciculata,BMNH:Mamm:1955.3213,BMNH:MAMM:1955.3213,BMNH,prefix_missing_from_metadata
Cryptomys_hottentotus,"MNHN:type:389 (= MNHN ""1659"")",MNHN:TYPE:389,MNHN,prefix_missing_from_metadata
Fukomys_anselli,SMF:MAMM:87018,SMF:MAMM:87018,SMF,prefix_missing_from_metadata
Fukomys_bocagei,BMNH:Mamm:1897.8.6.22,BMNH:MAMM:1897.8.6.22,BMNH,prefix_missing_from_metadata
Fukomys_darlingi,BMNH:Mamm:1895.7.16.4,BMNH:MAMM:1895.7.16.4,BMNH,prefix_missing_from_metadata
Fukomys_foxi,BMNH:Mamm:1911.3.24.19,BMNH:MAMM:1911.3.24.19,BMNH,prefix_missing_from_metadata
Fukomys_hanangensis,BMNH:Mamm:2015.15,BMNH:MAMM:2015.15,BMNH,prefix_missing_from_metadata
Fukomys_ilariae,MCZR 7016,MCZR,MCZ,prefix_missing_from_metadata
Fukomys_kafuensis,SMF:MAMM:87124,SMF:MAMM:87124,SMF,prefix_missing_from_metadata
Fukomys_livingstoni,BMNH:Mamm:2015.42,BMNH:MAMM:2015.42,BMNH,prefix_missing_from_metadata
Heliophobius_argenteocinereus,RMNH.MAM.26672,RMNH.MAM.26672,RMNH,prefix_missing_from_metadata
Heliophobius_kapiti,USNM:MAMM:161708,USNM:MAMM:161708,USNM,prefix_missing_from_metadata
Heterocephalus_glaber,SMF:MAMM:855,SMF:MAMM:855,SMF,prefix_missing_from_metadata
Petromus_typicus,BMNH:Mamm:1843.2.28.1,BMNH:MAMM:1843.2.28.1,BMNH,prefix_missing_from_metadata
Thryonomys_gregorianus,BMNH:Mamm:1893.12.7.4,BMNH:MAMM:1893.12.7.4,BMNH,prefix_missing_from_metadata
Thryonomys_swinderianus,RMNH.MAM.25764,RMNH.MAM.25764,RMNH,prefix_missing_from_metadata
Glirulus_japonicus,"RMNH.MAM.39367, RMNH.MAM.39368, RMNH.MAM.39369","RMNH.MAM.39367,",RMNH,prefix_missing_from_metadata
Graphiurus_angolensis,BMNH:Mamm:1892.1.9.9,BMNH:MAMM:1892.1.9.9,BMNH,prefix_missing_from_metadata
Graphiurus_christyi,BMNH:Mamm:1914.2.11.8,BMNH:MAMM:1914.2.11.8,BMNH,prefix_missing_from_metadata
Graphiurus_crassicaudatus,RMNH.MAM.26639,RMNH.MAM.26639,RMNH,prefix_missing_from_metadata
Graphiurus_johnstoni,BMNH:Mamm:1897.10.1.86,BMNH:MAMM:1897.10.1.86,BMNH,prefix_missing_from_metadata
Graphiurus_kelleni,RMNH.MAM.26638,RMNH.MAM.26638,RMNH,prefix_missing_from_metadata
Graphiurus_lorraineus,BMNH:Mamm:1907.7.8.115,BMNH:MAMM:1907.7.8.115,BMNH,prefix_missing_from_metadata
Graphiurus_monardi,BMNH:Mamm:1935.3.20.1,BMNH:MAMM:1935.3.20.1,BMNH,prefix_missing_from_metadata
Graphiurus_murinus,"MNHN:type:321 (= MNHN ""774""), MNHN:type:321a (= MNHN ""775"")",MNHN:TYPE:321,MNHN,prefix_missing_from_metadata
Graphiurus_nagtglasii,"RMNH.MAM.26631, RMNH.MAM.26632, RMNH.MAM.26633, RMNH.MAM.26634, RMNH.MAM.26635","RMNH.MAM.26631,",RMNH,prefix_missing_from_metadata
Graphiurus_platyops,BMNH:Mamm:1897.2.16.2,BMNH:MAMM:1897.2.16.2,BMNH,prefix_missing_from_metadata
Graphiurus_rupicola,BMNH:Mamm:1925.1.2.71,BMNH:MAMM:1925.1.2.71,BMNH,prefix_missing_from_metadata
Graphiurus_surdus,BMNH:Mamm:1900.2.5.55,BMNH:MAMM:1900.2.5.55,BMNH,prefix_missing_from_metadata
Graphiurus_walterverheyeni,BMNH:Mamm:1927.3.1.35,BMNH:MAMM:1927.3.1.35,BMNH,prefix_missing_from_metadata
Dryomys_laniger,SMF:MAMM:33830,SMF:MAMM:33830,SMF,prefix_missing_from_metadata
Dryomys_niethammeri,BMNH:Mamm:1979.688,BMNH:MAMM:1979.688,BMNH,prefix_missing_from_metadata
Eliomys_munbyanus,"MNHN-ZM-MO-1860-686 (= MNHN:type:320) (= MNHN ""769"")",MNHN-ZM-MO-1860-686,MNHN,prefix_missing_from_metadata
Myomimus_roachi,BMNH:PV:M 15279,BMNH:PV:M,BMNH,prefix_missing_from_metadata
Myomimus_setzeri,USNM:MAMM:369888,USNM:MAMM:369888,USNM,prefix_missing_from_metadata
Exilisciurus_concinnus,BMNH:Mamm:1876.10.4.7,BMNH:MAMM:1876.10.4.7,BMNH,prefix_missing_from_metadata
